repo_id;label;url;new_message1;Decision;Rationale;predicted_decision;predicted_rationale
5;0;https://github.com/spring-projects/spring-boot/commit/24e873cd7c2608e642fd6e90460bc98079ba4e27;Move files from  <file_name>  <file_name>  into  <file_name> <enter> Move the ` <file_name> ` file from  <file_name> ` into ` <file_name> ` since the IDE plugin supports both. ;1;1;1;1
5;1;https://github.com/spring-projects/spring-boot/commit/c22018aaa12b0113ff85e07f613e50535e00e357;Polish ;0;0;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/296dc7132b8e444df0e6173740fa6bba5a5f1bd1;Allow <iden> to be `<iden>`  <enter> Switch `<iden>` to use regular `<iden>` injection for <iden> testers. Prior to this commit <iden> fields were initialized directly which caused IDE issues and was also a little confusing. <enter>  Fixes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/1a764d9c06f2a96722c04b8d8bb1edf89e424628;Default <iden> to not save SESSIONS.ser file  <enter> Update  <file_name>  so that session data isn't serialized by default. Prior to this commit the SESSIONS.ser file would either be written to `/tmp` or into `<iden>` (if one was set). <enter> By not saving session data we align <iden> with the other embedded servlet containers and reduce the risk of sensitive information being left in `/tmp`. <enter>  Fixes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/4f9258a345130a5b031a3c4170dcb7046a1bd9b8;Fixup version numbers following release ;1;1;0;1
5;3;https://github.com/spring-projects/spring-boot/commit/4d3d711e0e6097b5d494e9b6d2274e2411cc3491;Migrate  <file_name>  to context runner ;1;0;0;1
5;2;https://github.com/spring-projects/spring-boot/commit/6556bb2e8912717a00e781b483c8d83f72a69571;Fix checkstyle violations ;0;1;1;1
5;1;https://github.com/spring-projects/spring-boot/commit/105df823ee2445e04c4e1e0968f72f8a936ef00b;Polish ;0;0;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/b6667e849510ed0d89642b6743658e1f4141a6e5;Reformat code using Spring code formatter plugin ;1;1;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/d857323ff1413160bff87683b3c75a1e38c85b0a;Improve logging of <iden> port(s)  <enter> Fixes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/5182bc4f2b1e7811b91ab857ddd325cc031d5805;Improve startup times  <enter> Improve startup times (although not by much) by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view. <enter> See  <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/33ce160251b1bdf60a6e52ac94a8e29199f21e87;Automatically <iden> in the cloud  <enter> Update ` <file_name> ` to automatically enable `use-forward-headers` when running on a cloud platform. <enter> A new ` <file_name> ` enum has been introduced that detects <iden> and <iden>. <enter> See  <issue_link> ;1;1;0;1
5;2;https://github.com/spring-projects/spring-boot/commit/fa040c9e268e4f614b118af1b680d7789251ade3;Fix tests failing on Windows ;0;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/eff1147cccb72483267dd82f33b15e359fb70a8f;Rename classpath runner package  <enter> Remove `runner` since we're no longer tied to <iden> 4. <enter> See  <pr_link> ;1;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/a5200568384b036202a49b53813aad4a6ce807b2;Make <iden> a default method  <enter> Change ` <method_name>  to have a default implementation that return `<iden>`. <enter>  Fixes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/ff98ba0fa569b4d025ce9ad4532dd6b65800274b;Allow early <iden> filtering  <enter> Update ` <file_name> ` to be an `<iden>` and filter out classes early. <enter>  Closes <issue_link> ;1;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/cef635d86c854b0b767f929f110d974864dd09a1;Reinstate devtools debug logging with opt-out  <enter> Reinstate `web` logging when devtools is in use, making use of the new logging groups support. <iden> now also logs an `INFO` message informing that properties defaults are offers an easy way to disable them. <enter>  Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/f8a53cf775b03c9258b42be194e05e0ee1779f35;Update actuator security documentation  <enter> Update documentation to align with the new role based method. <enter> See  <issue_link> ;1;1;1;1
5;1;https://github.com/spring-projects/spring-boot/commit/0c3911162b3c1e2e0fc04d6e355cfd7cdcaf32be;Polish ;0;0;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/9d4ada793902c15f6b62ae0dd4ad45ca0ef5b197;Add <iden> 7 and <iden> 8 samples  <enter> Switch the <iden> 8 and <iden> 9 samples to <iden> 7 and <iden> 8. Since <iden> 8 and <iden> 9 are now the default versions the previous samples are no longer relevant, however, we do need integration tests to check that we remain compatible with <iden> 7 and <iden> 8. <enter> See  <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/39037e0cab03762b3d268650a6ac32d6b2457f87;Use the Mongo starter for the sample application  <enter> See  <issue_link> ;1;1;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/b3d5cd538dcea991d307ccc556cdfa93be3a7814;Add <iden> 5  <file_name>  rules  <enter> Add a rule to enforce <iden> 5 usage and conventions. <enter>  Closes <issue_link> ;1;1;1;1
5;1;https://github.com/spring-projects/spring-boot/commit/273beaa3ce7ea510c1e0376b07b9d5e83e8d6337;Polish ;0;0;0;0
5;2;https://github.com/spring-projects/spring-boot/commit/1b146f89f024ce75d6aa93a9450b69789b621f91;Fix failing test ;0;1;1;1
5;3;https://github.com/spring-projects/spring-boot/commit/7ab587a067254ea36b82dd7d0fde9b1ad5914e5e;Add initializer support  <enter> Add `<iden>` support to ` <file_name> `. ;1;0;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/1f893d9376932fefbfea2362ac513ca43931fb4f;Log warning on slow host resolution  <enter> Update ` <file_name> ` so that if the `<iden>` call takes more than 200ms a warning is logged. <enter>  Closes <issue_link> ;1;1;1;1
5;2;https://github.com/spring-projects/spring-boot/commit/69d8bf86863b370057e4ab3afbabb831f8668d8f;Fix merge conflict  <enter> Closes <issue_link> ;0;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Change LoggingSystemTests to use real temp folder  <enter> Update  <file_name>  to use a <iden> rule. <enter>  Fixes <issue_link> ;1;1;1;1
5;1;https://github.com/spring-projects/spring-boot/commit/c3b344fdc2d2074f3dc1f451e0f56844fa9462f1;Polish ;0;0;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/8f23ee4e58e8d78dae7f6dd15441fb4b5ec86933;Apply micrometer <iden> beans automatically  <enter> Update ` <file_name> ` and ` <file_name> ` so that micrometer `<iden>` beans are automatically applied. <enter>  Fixes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/a5c56ca4820c0fdeac3978b4bcc335a005628276;Add support for Restarting applications  <enter> Add  <file_name>  class that can be used to restart a running application when underlying class files change. The  <file_name>  is automatically initialized via a <iden> and automatically detects classpath <iden> that are likely to change (when not running from a fat jar). <enter> See  <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/d0fd6145b1f3072bcc5ad81f7c20e80e890b9442;Fix  <file_name>  outer class tangle  <enter> Fixes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/d61ba241b5fc3488973a77e26749f409f59333f1;Move 'testdb' naming to  <file_name> <enter> Move the 'testdb' naming logic to ` <file_name> ` and expose the `deduceDatabaseName` method so they can be used in auto-configuration. <enter> See  <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/cc5d4b8b7fd56f8eb2b6ca920c1547bce3e8f4df;Add <iden>  <file_name>  rule  <enter> Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/a0b6547acaf9661d5c74af7153b1d9b7206db811;Don't fail build on duplicate module-info classes  <enter> Update the duplicate-finder-maven-plugin configuration to ignore module-info classes. <enter>  Closes <issue_link> ;1;1;0;1
5;1;https://github.com/spring-projects/spring-boot/commit/69a1eebf6869eb22ce3def803a652649a7dec1c1;Polish ;0;0;0;0
5;2;https://github.com/spring-projects/spring-boot/commit/2136a390049c1a04b65863e8f3c74d9a0725e85d;Fix checkstyle errors ;0;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/da4f8514b293ef1c99deb0024e8147d4e553aa49;Add byte-buddy managed dependency  <enter> Add a managed dependency for byte-buddy since Mockito needs <version> and Hibernate pulls in <version>. <enter> See  <issue_link> ;1;1;0;1
4;0;https://github.com/square/okhttp/commit/09f424f12e48e2640915bf61c86a9ecd928e459e;fix README.md typo ( <pr_link> ) ;1;1;1;1
4;2;https://github.com/square/okhttp/commit/a334f6f14f40f1586ae309277033c5b1ea53a749;Fix single failing graal test ( <pr_link> ) ;0;1;1;1
4;0;https://github.com/square/okhttp/commit/ff959f8fd550b8f55a47038ea4235b1b2ed2eaa8;Android Additional Tests ( <pr_link> ) ;1;1;0;0
4;0;https://github.com/square/okhttp/commit/40f98404ddc4f0fca498a1016c80cc49f7347680;Test docs and unit test ( <pr_link> ) ;1;1;0;1
4;0;https://github.com/square/okhttp/commit/40a683203d29228bac0516fd0f63c86eb8bf49a3;Move osgi tests to Junit 5 ( <pr_link> ) ;1;1;1;0
4;0;https://github.com/square/okhttp/commit/71800bd4d32e2ebee96224696b21fd68663a121b;Move connection tests to Junit 5 ( <pr_link> ) ;1;1;1;0
4;0;https://github.com/square/okhttp/commit/78b2158fa50f1e8feaba49051a89d94e52d3d4db;Move authenticator tests to Junit 5 ( <pr_link> ) ;1;1;1;0
4;0;https://github.com/square/okhttp/commit/743a260b2ad8fa9830a953710dca53ea7525151b;Migrate <iden> tests to Junit5 ( <pr_link> ) ;1;1;1;0
4;2;https://github.com/square/okhttp/commit/45a79c9c8572eb6c7273bcceb359773386a3fb2c;Android 11 ( <pr_link> ) ;0;1;1;0
4;0;https://github.com/square/okhttp/commit/e2809002b94e1db3fa0e2ad0ca75c4c1e4a19d23;Document auth retries function ( <pr_link> )  <enter> * Document auth retries function <enter> * Update  <file_name>  ;1;1;0;1
4;0;https://github.com/square/okhttp/commit/8cebf9012bbdfdbad6b833effc545ff5b8b8e48b;Cache <iden> ( <pr_link> )  <enter> Provide  <file_name>  methods to understand the impact of caching. ;1;1;0;1
4;0;https://github.com/square/okhttp/commit/93ac4fa3b956e8747347fa36e394d40500883d7e;Android <iden> ( <pr_link> ) ;1;1;1;0
4;0;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Centralise logging behind JUL ( <pr_link> )  <enter> Use JUL, but wire up to the  <method_name>  <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels. ;1;1;1;1
4;0;https://github.com/square/okhttp/commit/d56eb776e55f4ad531730c396a38902b24c5ee52;Android docs for selecting devices ;1;1;0;1
4;2;https://github.com/square/okhttp/commit/d9c8fbf3b273fe25aad0cd41f053547c1ed1b557;Confirm <iden> shutdown is idempotent ( <pr_link> ) ;0;1;0;0
4;0;https://github.com/square/okhttp/commit/1a07f49bcb32ba1dd100833c5c539c7cbd58ffa5;Kotlin <version> and misc dep upgrades ( <pr_link> ) ;1;1;0;1
4;0;https://github.com/square/okhttp/commit/0ea6ca0faae126db31fa81462b8ff7a0f64f387c;Allowlist Sample for connecting to <iden> servers ( <pr_link> ) ;1;1;0;0
4;0;https://github.com/square/okhttp/commit/ed9af27531b02f5ef334b7d606ef35c66f541958;Android 10 support for <iden> ( <pr_link> ) ;1;1;0;0
4;0;https://github.com/square/okhttp/commit/3e61ce3cf09e8ff2723ea70390ce0132f72bf14a;Test <iden> with <iden> provider ( <pr_link> ) ;1;1;0;0
4;2;https://github.com/square/okhttp/commit/a2716d984bdf0930657aebb08c2b12c565130de3;Fix master build ( <pr_link> ) ;0;1;1;1
4;0;https://github.com/square/okhttp/commit/2a1f328d58de8d12861cdcf4be1c9f8902687e8d;Add proxy event logging ( <pr_link> ) ;1;1;1;0
4;2;https://github.com/square/okhttp/commit/930d4d07d836aef3c2681867d6ab9e73c23aacfb;Passing conscrypt test ( <pr_link> ) ;0;1;0;0
4;0;https://github.com/square/okhttp/commit/bdd6c3944f239d74d8b1288d8c50351fcc76d1ea;Testing with <iden> 12 and latest <version> ( <pr_link> )  <enter> <iden> 12 and be more specific about when we expect failures, e.g. <version> has fixes we should take into account. ;1;1;0;1
4;0;https://github.com/square/okhttp/commit/008c7834929e8ec91ea8144ac9a30c9fb06e0636;Run cron schedule in circleci ( <pr_link> ) ;1;1;1;0
4;0;https://github.com/square/okhttp/commit/e8b271e69a0449d1859de21c6a098e1db1c36e9a;Save reports ( <pr_link> ) ;1;1;1;0
4;0;https://github.com/square/okhttp/commit/d04b9b0cca894c7aef4c52d77e3f599bd6ef612e;Skip hpack if tests are missing ( <pr_link> ) ;1;1;1;0
4;0;https://github.com/square/okhttp/commit/fe5d3eb89549d9ed7433bb88d364832e66b76cdc;Change contributing guide in repo to match wiki ( <pr_link> ) ;1;1;0;0
4;0;https://github.com/square/okhttp/commit/4b204037e6415a486df4eadb0c659c666e6b9aba;Remove overlapping  <file_name>  ;1;1;1;1
4;0;https://github.com/square/okhttp/commit/70bf8e78b7dbf8ed08dfd93596ba6ebfca52d3a3; <file_name>  init speedup ( <pr_link> ) ;1;1;1;1
4;3;https://github.com/square/okhttp/commit/63ed542534eec2b1eb124531452a467b5541baa7;API for handling an unexpected SSE response ;1;0;1;1
4;0;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;MockWebserver fix for <iden> addresses ( <pr_link> )  <enter> Wrap <iden> addresses with [] and return '/' path URIs for proxy CONNECT ;1;1;1;1
4;3;https://github.com/square/okhttp/commit/5a17198acef96906dc6698245ad3192a1b4f6384;remove experimental doc ;1;0;1;0
4;0;https://github.com/square/okhttp/commit/69bdd6961ba294894620f850b6b01d7175ae8009;Restricted ciphers ( <pr_link> )  <enter> Add a 'best practice' restricted <iden>  <file_name>  ;1;1;1;1
4;0;https://github.com/square/okhttp/commit/18f3564a4f2b17c3067e7f02337e3909ba5cb3ba;Update  <file_name>  to temporarily ignore javadoc errors and compile tests but not run ( <pr_link> ) ;1;1;1;1
4;2;https://github.com/square/okhttp/commit/0cf6f33c1fd1ff84970fa2400afb70a1ea176d5d;document buffer ( <pr_link> ) ;0;1;1;1
4;2;https://github.com/square/okhttp/commit/d6fd0d3832907ff36789b89450df09320081fc66;Fix travis build ;0;1;1;1
4;0;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;IOException instead of <iden> in  <file_name>  API ( <pr_link> ) ;1;1;1;1
4;2;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Make  <file_name>  more capable. ;0;1;1;1
4;2;https://github.com/square/okhttp/commit/caec3c711887b16852c9a4b1bd6d795f3f1b9ca4;fix  <file_name>  for Java 9 ;0;1;1;1
4;0;https://github.com/square/okhttp/commit/c63be3ee65184d119d5145e77986298287118c3a;document support for SNI ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/b75e196de07dbdcaf19dfec21fe4c85a5925c975;Upgrade to Spring Integration <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/738613b889f8b29a2b07434fca8290b965302b6c;Upgrade to Hibernate <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/a0d6504669f95f42f969c725f51149bb20bccddd;Upgrade to <iden> <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/ab2115633f79750182ce9194ff5170ae6aa04ce1;Upgrade to Micrometer <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/4125e5fc8f4b28ca3506af4436f4b3248f33a20b;Upgrade to Byte Buddy <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/7c13c01cb6a62b86478aa53d3516ae8aaea48bca;Fix mapping of <iden>'s idle-timeout and heartbeat-interval  <enter> Previous to this commit the connection idle timeout and heartbeat interval were mapped to seconds whereas <iden> expects ms for all duration types. <enter> This commit fixes the mapping and removes the default duration unit since it should be considered ms like every other duration properties. <enter>  Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b;Document how to use  <file_name>  with reactive access  <enter> Closes <issue_link> ;1;1;1;1
5;2;https://github.com/spring-projects/spring-boot/commit/cd085e0641c47490e771625202a648e4de0970fa;Polish contribution  <enter> See  <pr_link> ;0;1;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/65fc43865a9868cc8d1dfde768cbd8745f811c13;Upgrade to Neo4j Ogm <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/676cd10dbf9deebdee844cc62294ad20abdf2c69;Fix encoding of @bean in reference documentation  <enter> Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/fcf468062602966c508c260ef54da55e2d48c49a;Polish 'Document how to add metadata for collection and enum default values' <enter>  Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/bcd0a7bbb3a8199342c62a1574c171735ffb328a;Upgrade to Netty Tcnative <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/6356852e2f97e0c58be105e5561328efe05013ab;Polish 'Log health check failure with Reactive health indicators'  <enter> See  <pr_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/9d12626e43f9d2b98c44a382281035d6ae80e048;Upgrade Java 8 version in CI image  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/0a55e3e7365a44d2b1986954912f938be5a77398;Polish 'Clarify edge case docs on  <file_name> '  <enter> Closes <pr_link> ;1;1;1;1
5;2;https://github.com/spring-projects/spring-boot/commit/49fefdafd86a2349cecaa1438a019cd5b6cdb392;Fix doc formatting  <enter> Closes <issue_link> ;0;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/6574feea873afd00753abe0004724b9d6ea51b8f;Document limitations of logging.pattern.*  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/bcbcb9c00bb258e7dc84cf72977947f069b94140;Clarify use of `<iden>` for batch apps  <enter> Closes <issue_link> ;1;1;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/5afe4743cbf4ff69ffe4bbcefa4508b1a4ac6f4b;Remove deprecated configuration properties  <enter> This commit removes the following deprecated properties: <enter> * `server.connection-timeout` * `server.use-forward-headers` * `server.jetty.max-http-post-size` * `server.tomcat.max-http-post-size` <enter>  Closes <issue_link> ;1;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/f417fa5c5bb641c471d9327709bc362cea4e9743;Add jaxb API to jersey starter  <enter> Closes <issue_link> ;1;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/2a85a2557d37e133a10a513fc71b5ccf4ee2d4ff;Fix health indicator auto-configuration order  <enter> Previously, the health auto-configuration `AutoconfigureOrder` entry for couchbase was referring to the standard couchbase auto-configuration that is not responsible to configure the `CouchbaseOperations` bean. Yet, the health indicator implementation was relying on the presence of such a bean. <enter> This commit fixes the `AutoconfigureOrder` entry so that it refers to `<iden>` now. <enter>  Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/474a391763005b6c7a35ad4315b1ceeb9e98f051;Upgrade to Spring Data <iden>  <enter> Closes <issue_link> ;1;1;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/978f80122b9138f5606bd9e33597807b90129d61;Polish '<iden> mode is not logging web and sql related loggers'  <enter> Closes <pr_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/42c246cacbea263bf7253b224215a09a8134f106;Polish contribution  <enter> Closes <pr_link> ;1;1;1;0
5;2;https://github.com/spring-projects/spring-boot/commit/03961e6692adef7f6ef7697d963bf4735224a4e8;Polish contribution  <enter> Closes <pr_link> ;0;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/7019894f0ec7f6fd27121d94aa08022bd3040af9;Clarify the role of spring-boot-starter-cache  <enter> The cache abstraction is a core feature of the <iden> Framework. Basic features such as `<iden>` are therefore available by default with no extra dependencies necessary. <enter> However, the actual cache adapters for <iden>, <iden> <version>, <iden> and <iden> are located in a separated module, `spring-context-support`. <iden> provides that artifact via the `spring-boot-starter-cache` starter. <enter> It is quite easy to 'only' add the cache library dependencies and forget about this extra dependencies since `<iden>` is available by default. This commit clarifies the role of the starer in each section so that it is more obvious. We're already explaining this at the beginning of the section but it seems that's not enough. <enter>  Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/1435d83c188e5ef44cfde73bebbaabe561029a41;Upgrade to Spring Session <iden>  <enter> Closes <issue_link> ;1;1;0;0
5;2;https://github.com/spring-projects/spring-boot/commit/982b81c675319d1a5d2fb859a28db06449e2f1a0;Fix datasource metrics doc  <enter> The maximum and minimum number of connections are no metrics so these are not exposed. Fix the doc that stated the contrary. <enter>  Fixes <issue_link> ;0;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/e3899df22c1f8de17081fababcbd5c406a3c8541;Configure <iden> explicitly  <enter> This commit configures <iden> explicitly rather than relying on the abstract configuration class. This has the advantage of simplifying the auto-configuration and let it us proxy-free configuration classes. <enter> <iden> no longer uses or interacts with <iden>. Users relying on that to teach <iden> which components to use should rely on `<iden>` flag instead in case of multiple beans of the same type. <enter> ` <file_name> ` is no longer public as extending from it is no longer necessary. If the `<iden>` has to be customized, a ` <file_name> ` bean can be registered to tune the auto-configured environment. <enter>  Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/71e39c7847720abefbeb5a26a1c08883bb7d7595;Start building against Spring Security <version> snapshots  <enter> See  <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/77190f126a284bfffd616c214c3debeec7517f2d;Create dedicated section for property conversion  <enter> See  <issue_link> ;1;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/08a8bb0f8bf371e3fb4338becee017b29df64277;Revert 'Add failure analyzer for <iden>'  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/062dc3cb9ac41f61a37ebcce182ed81e7f053d45;Upgrade to Neo4J OGM <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/0e2eac4a39e1e543d8d79e607be117207b3fcfdb;Upgrade Java 13 version in CI image  <enter> See  <issue_link> ;1;1;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/1de2316a0b4c2d5896c34b954208a4c550466f22;Refine validator and <iden> validator configuration  <enter> This commit ensures that a primary JSR 303 and <iden> will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. <enter> `<iden>` exposes 3 contracts and we're only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>'s `<iden>` exists and is primary, we shouldn't flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that we'll auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. <enter> This commit also restores and adds tests that validates ` <file_name> ` will configure a JSR validator even if a <iden> is present. <enter> This effectively  fixes <issue_link>  in a different way. <enter>  Closes <issue_link> Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/32b32b714275d0efaa1f5afba10e88e09101f224;Notify the use of logback specific system property  <enter> Logback documentation explains how to initialize the logging system and namely how the `logback.configurationFile` system property can be used to specify the configuration file to use. <enter> Spring <iden> has an abstraction on top of that. A user can define the `logging.path` property regardless of the logging infrastructure it is using. <enter> Users following the logback documentation can be confused at first so we're not logging a warning when we found out that the logback specific property has been specified. <enter>  Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/715cf7da7564daaa8c349d34bd826b27ad71b183;Do not enable cglib if spring.aop.proxy-target-class is configured  <enter> This commit makes sure to honour the `spring.aop.proxy-target-class` property if set by the user. Previously, the `PersistenceExceptionTranslationPostProcessor` was always configured to use cglib, regardless of the value of that property. <enter>  Closes <issue_link> ;1;1;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/e79ef9b73baca23e11db3c60fd3af2ca3a3dfb70;Add option to  <file_name>  devtools from fat jar  <enter> Add an `<iden>` property to both the <iden> and <iden> plugin that removes `org.springframework.boot:spring-boot-devtools` (if necessary) when repackaging the application. <enter>  Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/2cb596644de47c325bcbc2c6f38e93099f10d2dd;Upgrade to Solr <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/912b54f15e043b191fe96ca0606b42ed473ae605;Upgrade to Cassandra Driver <version>  <enter> Closes <issue_link> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/d33c0ebf8f8f52fb6fb82d615cec50a10627d267;Fix data type of telnet and ssh ports  <enter> Define shell.ssh.port and shell.telnet.port as integer properties so that the generated meta-data exposes the proper type. <enter>  Fixes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/5a2a2e1ebee7ee46d049820a23ec0fded6840a37;Complete documentation of logger-name with out-of-box logging groups  <enter> Closes <issue_link> ;1;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/e560b7f6ba91140390a544bb38cb407374e588c7;Remove public modifier on JUnit5 lifecycle methods  <enter> See  <issue_link> ;1;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/985c8f75982da4fabc1c8a5958a57706d4d4feab;Polish <iden> support ;1;1;0;1
5;2;https://github.com/spring-projects/spring-boot/commit/4b641ca21173a59efca41d025adc4133db36ff8c;Polish  <enter> Closes <pr_link> ;0;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/c0500d6d62308ad6e42f1f1d636d259888893df1;Add documentation for Hypermedia endpoints ;1;1;1;1
5;2;https://github.com/spring-projects/spring-boot/commit/cb7de2a9636005103436ee3343afda1fed853cc4;Allow binding number to <iden>  <enter> Closes <issue_link> ;0;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/2fc557a5a90d32fb2cf6ebe2491b031a72507dd3;Improve <iden> documentation for reactive applications  <enter> Closes <issue_link> ;1;1;1;1
5;0;https://github.com/spring-projects/spring-boot/commit/3c46b9e83de45f262f77fe6a59e3d04efff17c02;Polish 'Add configuration property for Spring <iden>'s missingTopicsFatal' <enter>  Closes <pr_link> ;1;1;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/6f59dd6b175a604c612c8b0eae6d94908cf98613;Polish 'Update documentation to reference webjars-locator-core'  <enter> Closes <pr_link> ;1;1;1;0
5;1;https://github.com/spring-projects/spring-boot/commit/202ed7b72b76c62633621c658411c285c9c3aa30;Polish ;0;0;0;0
5;0;https://github.com/spring-projects/spring-boot/commit/f34508ff8a1d85b43a0beccfc8d7377c2c993450;Remove outdated key  <enter> The `spring.metrics.export.redis.aggregate-key-pattern` is no longer defined but was still referenced in the documentation. ;1;1;1;0
5;0;https://github.com/spring-projects/spring-boot/commit/8ffd44077dc54083f98826d126855312b2007284;Upgrade to gmavenplus-plugin <version> ;1;1;0;1
5;0;https://github.com/spring-projects/spring-boot/commit/fbfdbce266641f724bfe7059abdf6ce39ab63f54;Add cache documentation  <enter> See  <issue_link> ;1;1;1;0
5;2;https://github.com/spring-projects/spring-boot/commit/6bc4df569095548718caf835d2c7568bc456b28c;Fix meta-data for spring.devtools.remote  <enter> See  <issue_link> ;0;1;1;1
