;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
814;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;init speedup  ;file_name, pr_link;https://github.com/square/okhttp/commit/70bf8e78b7dbf8ed08dfd93596ba6ebfca52d3a3;Similar;0.5209447741508484
815;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;API for handling an unexpected SSE response;unexpected;https://github.com/square/okhttp/commit/63ed542534eec2b1eb124531452a467b5541baa7;Similar;0.5366889238357544
816;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;https://github.com/square/okhttp/commit/69bdd6961ba294894620f850b6b01d7175ae8009;Similar;0.5865873694419861
817;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix travis build;Fix;https://github.com/square/okhttp/commit/d6fd0d3832907ff36789b89450df09320081fc66;Similar;0.6071093082427979
818;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Similar;0.5023715496063232
819;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Similar;0.6364244222640991
820;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;fix <file_name> for Java 9;Java 9;https://github.com/square/okhttp/commit/caec3c711887b16852c9a4b1bd6d795f3f1b9ca4;Similar;0.5262745022773743
821;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;document support for SNI;support for SNI;https://github.com/square/okhttp/commit/c63be3ee65184d119d5145e77986298287118c3a;Similar;0.5491811633110046
822;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;https://github.com/square/okhttp/commit/82f773376e19bb7e10916627349fad06e45f90cb;Similar;0.5398074388504028
823;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Similar;0.6116894483566284
824;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Use our test rule instead of the Maven Surefire listener  ;to Close the issue indicated by the link;https://github.com/square/okhttp/commit/96e596117e25d108bf9b96ad2899d3610f9915a0;Similar;0.5217017531394958
825;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Similar;0.5425975322723389
826;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Similar;0.6592071652412415
827;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Make <file_name> accessors final  ;If we want these to be vals to Kotlin, they cant be open. I think the motivation to make these non-final was pretty weak, and I dont mind breaking <iden> compatibility here.;https://github.com/square/okhttp/commit/e3e829d2060542d50f33d1a9864f7ace82c9db5c;Similar;0.6119513511657715
828;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix a regression in combining cache headers;This was introduced with our migration to Kotlin. Iterating over the indices of the header names doesnt work because header names are not distinct.;https://github.com/square/okhttp/commit/a1265b6140a8fe336602b969960d4048ebd1d3da;Similar;0.5611788630485535
829;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Include prerequisites in the releasing guide.;to provide necessary information for users;https://github.com/square/okhttp/commit/99b83a3b20e6fe22b6ea587599fde1423056af2d;Similar;0.5530223250389099
830;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Convert <file_name> to Kotlin;"to Kotlin

Decision: Rename <file_name> to .kt";https://github.com/square/okhttp/commit/bc6776c751b4cd93551a2a20f56429bb78296829;Similar;0.5402652025222778
831;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Introduce <method_name> ;This is the payoff that preceding changes have been working towards.;https://github.com/square/okhttp/commit/59e68cd2bcba789e7faca70f8910afd2edeed2be;Similar;0.6395128965377808
832;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Introduce <method_name> responseFailed events;These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously.;https://github.com/square/okhttp/commit/aac6c8da0720c53ccd8aa8385f8f250f78a7b61c;Similar;0.6650608777999878
833;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Rename <method_name> to <iden()>;I prefer signed;https://github.com/square/okhttp/commit/137e7de0454f10160370f105ac7d9d2fc5403c84;Similar;0.6255806088447571
834;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fixup <file_name> so that its worthy of production use.;This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients.;https://github.com/square/okhttp/commit/db2ae92156242255a0d42caaf50c7801e79de917;Similar;0.724441647529602
835;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Remove <iden>-mode <iden> cipher suites;This removes the following cipher suites as supported-by-default;https://github.com/square/okhttp/commit/ea014716fd2a8712ee39888725f91bed43148cd3;Similar;0.5555305480957031
836;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix Javadoc builds with the jsr305 dependency  ;Because multiple modules share a package we need to share the dependency on everything in package-info.java;https://github.com/square/okhttp/commit/e7e22feb12244b455c8f4961d7eeab7cd21965fe;Similar;0.5613018274307251
837;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d;Similar;0.5959698557853699
838;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Update readme and changelog for <version>;<version>;https://github.com/square/okhttp/commit/b8fd4e3de0098c44010800c8206000a21feeb252;Similar;0.5945343375205994
839;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;New <file_name> class to normalize certificate chains  ;The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner;https://github.com/square/okhttp/commit/18b2660873ed8f028ee72981c882ed676aa08030;Similar;0.6033667325973511
840;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix some get prefixes on <file_name> and <method_name>;"-
None";https://github.com/square/okhttp/commit/7826bcb2fb1facb697a4c512776756c05d8c9deb;Similar;0.523358941078186
841;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Add <method_name>;Might be useful to expose this bookkeeping to app developers;https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd;Similar;0.6351760625839233
842;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix flakiness in <method_name>  ;Theres a race where the HTTP engine has been created, but not yet connected and the cancel isnt as immediate as it could be. Fix the test by making sure theres a response to be retrieved. With the upcoming connection pool changes we might make the implementation more robust.;https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d;Similar;0.595086932182312
843;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Expose internal APIs for pluggable file systems, Also migrate all of our tests to use the <method_name>  ;We arent yet ready to make <iden> a public type, but I dont mind making it _almost_ available via an internal API for those brave enough to try that, Its simpler.;https://github.com/square/okhttp/commit/a560f721937f7f7299167a4d1c3f3ca87998635b;Similar;0.5091481804847717
844;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix <iden> post retransmit in the new API  ;We dont buffer response bodies in the new API. But we should retransmit POST bodies when a request fails.;https://github.com/square/okhttp/commit/5b6f64a46220911466350202ae974f167497225a;Similar;0.6095277070999146
845;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Add a test for corner-case behavior;Im looking to make HttpURLConnectionImpl delegate to Job, and that means writing tests for all the weird things it does above HttpEngine.;https://github.com/square/okhttp/commit/2d47bc2631048fc713dbc7dbb6e7603619fce776;Similar;0.5424045324325562
846;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Add some pings to force happens-before in <iden> tests;Previously we were relying on accidents to get our tests to pass;https://github.com/square/okhttp/commit/ff7946416d86aedcf154b868ba869241cd4816e9;Similar;0.5614324808120728
847;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Move  <file_name>  pooling logic  ;"previously we had this ugly, awkward release() method that attempted to manage  <file_name>  pooling, discarding streams for caching, and closing broken streams; move  <file_name>  reuse to  <file_name>, with policy informed by  <method_name>  specifying what to do when the  <file_name>  becomes idle: pool, close or hold, so the  <file_name>  does what its told.";https://github.com/square/okhttp/commit/dac5aed3d5f9307b9d1ab0a8c7840b232d053ef3;Similar;0.6479684710502625
848;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Implement moving bytes between OkBuffers  ;This is more complicated than Id anticipated;https://github.com/square/okhttp/commit/5fe67f1bfc00a1c2027802515079137f6fd70bea;Similar;0.5874427556991577
849;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Remove <iden> 2 warnings;Small docs fixes;https://github.com/square/okhttp/commit/9eb276043fc14cda856671ccdba4065bba2a7bae;Similar;0.5100694298744202
850;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix checkstyle issues in new <iden> code;checkstyle issues;https://github.com/square/okhttp/commit/8f03548249d3292ab95fc5cf016b51133705e771;Similar;0.5764951109886169
851;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a;Similar;0.557378888130188
852;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Update to the latest <method_name>;Includes everything thru 8842981cbcfe20eb4721c0a2c867fa9a18233062;https://github.com/square/okhttp/commit/6ed0f2c2cbf5872684bcc50a883fb6d5d0ac207f;Similar;0.572271466255188
853;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Be more careful around IOExceptions;my goal is to make it easier to differentiate between protocol-level problems (bogus frames) from transport-level problems (closed sockets and EOF streams);https://github.com/square/okhttp/commit/b9580d68e9bc34eef397e9bc7f13091f1e3f1528;Similar;0.5906962156295776
854;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Restore tests for response caching;One of the test cases bitrotted to failure as a consequence of the <iden> route selector change. I stopped assigning the socket, which it needed to cache the <iden> metadata. This is fixed.;https://github.com/square/okhttp/commit/3d2547f18886e771aaa9baa996a21136c93460c4;Similar;0.6209996342658997
855;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;https://github.com/square/okhttp/commit/50999cceb5f5bcdaf79baa5ac7eeef90c72bda8d;Similar;0.5137987732887268
856;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Make the `<method_name>` return full working connections;Previously the returned connections required the caller to do extra work: setting up tunnels and performing an `<iden>` handshake. With this change, we make a complete working connection in `<method_name>`. This will make it easier to fix fallback when a single domain has multiple `<iden>` addresses that are not reachable. Also, this will make it easier to do SPDY through `<iden>` proxies.;https://github.com/square/okhttp/commit/40ff76547064c3fb5acb9047a6f679dd4379a4d0;Similar;0.6260459423065186
857;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Add error-prone compiler and fix its found issues;error-prone, its found issues;https://github.com/square/okhttp/commit/1c2c57b1a9e037d81aeac3ad5088db9ec4358fb1;Similar;0.5747988820075989
858;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Remove old <iden> protocol method;old;https://github.com/square/okhttp/commit/4ab6a8258b0df3a3528029f810e1f48952dba2d7;Similar;0.5099912881851196
859;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Expose <iden> directly on <method_name>  ;direct;https://github.com/square/okhttp/commit/c5c4e7857cb25af822b9b3b1fbd158cbd168f48a;Similar;0.6191961765289307
860;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Use HTML entity for ampersand;to represent the ampersand symbol in HTML;https://github.com/square/okhttp/commit/cabd391637d9fa4fdeb7238c844b0c528722fe1b;Similar;0.55946946144104
861;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Add convenience overload for <iden>-backed <method_name>;convenience;https://github.com/square/okhttp/commit/35d0922f46c95bd73b1d070b6963cf3512167854;Similar;0.6580666303634644
862;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Update website to the latest design  ;latest design;https://github.com/square/okhttp/commit/0ff5ce5a6dd22b24c0c080e6fe8b734ec0859418;Similar;0.5514883995056152
863;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Transfer to/from <iden> directly from <iden>  ;<pr_link>;https://github.com/square/okhttp/commit/0a4896a296c113c5fe0e82f0f052e615b95527bf;Similar;0.5411893725395203
864;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;add @override for subclass override method;subclass override method;https://github.com/square/okhttp/commit/a7603602ca8b58c5a32117f03189d6d6a7c8e7be;Similar;0.5171360969543457
865;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix flaky testRfc2109Response();The time delta in the cookie max-age is rounded down, so is at most 59 seconds. Possibly a GC or some other hiccup can occasionally make it lower, so allow some room for error.;https://github.com/square/okhttp/commit/43f93d014c6cf42847ba88fe67dc2d7237bbfb4b;Similar;0.5842524766921997
866;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;The changes to <iden>s  <file_name> have been ported  ;Upstream commit of <iden> / <iden> fix, This does not include the introduction of PlatformTest, which will be difficult to write so it works everywhere;https://github.com/square/okhttp/commit/426c11de7b411bd47e9ef5ba3ce08d8589a8a88c;Similar;0.5293738842010498
867;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;https://github.com/square/okhttp/commit/60f5406dcc094d0431420139bd002e8bdd4ea5d5;Similar;0.6418346166610718
868;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario;https://github.com/square/okhttp/commit/6cf56de5d0701ff26aa6043c552e17c4665c1287;Similar;0.5326213240623474
869;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Document <file_name> throwing modes;To include the <pr_link> information;https://github.com/square/okhttp/commit/8c2f383f14e354a45d0f9f16f5b0fa35b7244a51;Similar;0.5702564716339111
870;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Convert <file_name> to Kotlin;<pr_link>, <iden>, <file_name>;https://github.com/square/okhttp/commit/02052b01f6cd1533dd5490ceb61ab6391c4cf2f8;Similar;0.5402652025222778
871;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Convert <file_name>, <file_name> to Kotlin  ;"to Kotlin

Decision: Rename <file_name> <version> to .kt (and others)  ";https://github.com/square/okhttp/commit/23ca0ea3bb33706f8e75412ab7d3ce1faa15a1d6;Similar;0.5526369214057922
872;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix source compatibility for some <iden> callsites;supporting existing source patterns is more important;https://github.com/square/okhttp/commit/18f2b5e6e69de28f420298862378abfd243096ce;Similar;0.5668420791625977
873;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;https://github.com/square/okhttp/commit/3646138247488c9832a7f325401fe0b12fcdbebf;Similar;0.5486651659011841
874;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix a race in <method_name> ( <pr_link> );We were assuming on a client failure the server wouldnt have any further events. But it will get a failure if we give it a moment. This was causing some test flakiness.;https://github.com/square/okhttp/commit/a95ec06a5037f7ca84f4f596397ce6090734c59b;Similar;0.5654017925262451
875;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Improve some Markdown;improve;https://github.com/square/okhttp/commit/69cabb714e2a9972a69be991e660bae99b356824;Similar;0.5753979682922363
876;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;https://github.com/square/okhttp/commit/bc3c787ea2df854ac399603d5c67111716137d31;Similar;0.5945554971694946
877;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;load through bootstrap;-;https://github.com/square/okhttp/commit/512f3528daf902fb74ad0e128420763cb91bdd35;Similar;0.5967577695846558
878;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Add support for following <iden> 307 temporary redirects  ;Fixes Android bug 41739;https://github.com/square/okhttp/commit/0665b628fafec38271d7a66421ae04c7fd35dd29;Similar;0.5562101006507874
879;Update factories to be idiomatic;be idiomatic;https://github.com/square/okhttp/commit/0827fc62da61fce5cf7bedb088575fe41573b39d;Fix correctness of WebSocketReader reserved flags test;reserved flags;https://github.com/square/okhttp/commit/eae6f32101a5be6bf20621b7765791d32cb70f09;Similar;0.5082229971885681
880;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Make error-prone validate missing override annotations;error-prone, missing override annotations;https://github.com/square/okhttp/commit/0e9a5c8054f8ae9b2bc4c41f32790fb52fd73944;Similar;0.5661093592643738
881;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;fix README.md typo;README.md typo;https://github.com/square/okhttp/commit/09f424f12e48e2640915bf61c86a9ecd928e459e;Similar;0.6645437479019165
882;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Fix single failing graal test ( <pr_link> );single failing;https://github.com/square/okhttp/commit/a334f6f14f40f1586ae309277033c5b1ea53a749;Similar;0.5067639350891113
883;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Centralise logging behind JUL (<pr_link>) <enter> Use JUL, but wire up to the <method_name> <enter> Use `adb shell setprop log.tag.okhttp.Http2 <iden>` to enable logging for known levels;to enable logging for known levels;https://github.com/square/okhttp/commit/5c10006e0a0299ff39ad2e5ee425057b20644afd;Similar;0.5778133869171143
884;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;init speedup  ;file_name, pr_link;https://github.com/square/okhttp/commit/70bf8e78b7dbf8ed08dfd93596ba6ebfca52d3a3;Similar;0.5416540503501892
885;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;API for handling an unexpected SSE response;unexpected;https://github.com/square/okhttp/commit/63ed542534eec2b1eb124531452a467b5541baa7;Similar;0.5406035780906677
886;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Wrap <iden> addresses with [] and return / path URIs for proxy CONNECT;Fix MockWebserver for <iden> addresses;https://github.com/square/okhttp/commit/a01b5115985e555761fee9f9dafb9d7f14ad13cd;Similar;0.5664647221565247
887;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Add a best practice restricted <iden> <file_name>  ;Restricted ciphers ;https://github.com/square/okhttp/commit/69bdd6961ba294894620f850b6b01d7175ae8009;Similar;0.669084906578064
888;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Fix travis build;Fix;https://github.com/square/okhttp/commit/d6fd0d3832907ff36789b89450df09320081fc66;Similar;0.5578768253326416
889;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Use IOException instead of <iden>;more specific in <file_name> API;https://github.com/square/okhttp/commit/cdc48ba8b0e4bdfccc208985bfef200220096d9d;Similar;0.5980517268180847
890;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Make  <file_name>  more capable.;more capable;https://github.com/square/okhttp/commit/9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;Similar;0.6837584972381592
891;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;fix <file_name> for Java 9;Java 9;https://github.com/square/okhttp/commit/caec3c711887b16852c9a4b1bd6d795f3f1b9ca4;Similar;0.5512280464172363
892;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;document support for SNI;support for SNI;https://github.com/square/okhttp/commit/c63be3ee65184d119d5145e77986298287118c3a;Similar;0.5841213464736938
893;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Limit recovery attempts for REFUSED_STREAM errors;We limit per-connection retries but not per-call retries, so this was creating large numbers of connections each of which called the server and accepted yet another REFUSED_STREAM.;https://github.com/square/okhttp/commit/5ba145aa6c737878281c3fc655657002320b71c0;Similar;0.5340476036071777
894;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Add HTTP/2 and <iden><version> columns to our security providers doc ;to enhance our security documentation;https://github.com/square/okhttp/commit/82f773376e19bb7e10916627349fad06e45f90cb;Similar;0.6213999390602112
895;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Use  <file_name> s built-in <iden> style  <enter>  ;The boilerplate to set this up is unfortunate;https://github.com/square/okhttp/commit/7c4c8c724dd8e05c4907c46309d0290dc44764fb;Similar;0.7476369738578796
896;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Use our test rule instead of the Maven Surefire listener  ;to Close the issue indicated by the link;https://github.com/square/okhttp/commit/96e596117e25d108bf9b96ad2899d3610f9915a0;Similar;0.5098267793655396
897;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Use <iden> in <file_name>  ;The utility here is negligible. Were sharing threads between HTTP, HTTP/2 and web sockets now.;https://github.com/square/okhttp/commit/620be4c97baf5d20cb21c55a11a6191b2511f1ce;Similar;0.7418210506439209
898;Beef up <file_name>s toString;Previously it unconditionally showed tags even if empty and would not show headers;https://github.com/square/okhttp/commit/a0a3ef543cd5bf199878e14e34b2167e6cf9c575;Adopt idiomatic <iden> in <file_name>;idiomatic;https://github.com/square/okhttp/commit/53e0f9e7fb39f7babd6388a7a56e9c7e827667e7;Similar;0.7483657002449036
