Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.5820244550704956
Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Dont follow all fragments of the same <iden>;"For better organization; to prevent following all fragments of the same <iden>";Fail HTTP/2 connections if the pong is not received;This removes the abstraction from our http2 package;Contradicts;0.5346987843513489
Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;Contradicts;0.5185473561286926
Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.5296463370323181
Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Kill <file_name> in the process  ;Teach <file_name> <iden>;Contradicts;0.77781742811203
Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;Contradicts;0.5402706265449524
Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;We dont need no stinkin braces;no stinkin braces;Contradicts;0.7891643643379211
Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.5147286057472229
Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.5673550963401794
Inject a leading . for better matching under <file_name> <enter> Closes : <issue_link>;for better matching;load through bootstrap;-;Contradicts;0.530501663684845
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Collapse interceptors into a single chain;Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors.;Contradicts;0.6480547785758972
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Contradicts;0.7254509329795837
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;The implementation is built around one oversized method that runs top to bottom;I found this was easier to follow than the switch statement recommended by the <iden> standard;Contradicts;0.5892998576164246
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Dont attempt <iden> modes we know will fail.;we know will fail;Contradicts;0.5486355423927307
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Kill <file_name> in the process  ;Teach <file_name> <iden>;Contradicts;0.7432264089584351
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;We dont need no stinkin braces;no stinkin braces;Contradicts;0.9383443593978882
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Add convenience overload for <iden>-backed <method_name>;convenience;Contradicts;0.510306179523468
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Document <file_name> throwing modes;To include the <pr_link> information;Contradicts;0.557145893573761
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.8169822096824646
Fix tests to share a common <iden>. Also fix the memory limit, which may prevent Travis from failing our tests.;share a common <iden>, memory limit, prevent Travis from failing our tests;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.7208735346794128
New <file_name> class to normalize certificate chains  ;The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner;Add <method_name>;Might be useful to expose this bookkeeping to app developers;Contradicts;0.556671679019928
New <file_name> class to normalize certificate chains  ;The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner;Kill <file_name> in the process  ;Teach <file_name> <iden>;Contradicts;0.787404477596283
New <file_name> class to normalize certificate chains  ;The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Contradicts;0.952043890953064
New <file_name> class to normalize certificate chains  ;The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner;Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario;Contradicts;0.6862025856971741
Fix some get prefixes on <file_name> and <method_name>;"-
None";Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.5979554653167725
Add <method_name>;Might be useful to expose this bookkeeping to app developers;Remove old <iden> protocol method;old;Contradicts;0.5990035533905029
Drop our one remaining <iden> cipher suite;Tracking <iden> and Firefox, which have also dropped this cipher suite;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Contradicts;0.8720489144325256
Expose internal APIs for pluggable file systems, Also migrate all of our tests to use the <method_name>  ;We arent yet ready to make <iden> a public type, but I dont mind making it _almost_ available via an internal API for those brave enough to try that, Its simpler.;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;Contradicts;0.6835237741470337
Change  <file_name>  to not implement java.net.ResponseCache;This marks some methods as  @deprecated and internal-only. Unfortunately we dont have a great mechanism to hide them from the documented <iden>.;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.5647870898246765
Fix <iden> post retransmit in the new API  ;We dont buffer response bodies in the new API. But we should retransmit POST bodies when a request fails.;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.7134525179862976
Add some pings to force happens-before in <iden> tests;Previously we were relying on accidents to get our tests to pass;We dont need no stinkin braces;no stinkin braces;Contradicts;0.5394988059997559
Dont attempt <iden> modes we know will fail.;we know will fail;Add convenience overload for <iden>-backed <method_name>;convenience;Contradicts;0.7558187246322632
Dont attempt <iden> modes we know will fail.;we know will fail;Use consistent camel casing of <iden>;consistent camel casing;Contradicts;0.8772659301757812
Dont attempt <iden> modes we know will fail.;we know will fail;Transfer to/from <iden> directly from <iden>  ;<pr_link>;Contradicts;0.6741158366203308
Dont attempt <iden> modes we know will fail.;we know will fail;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Contradicts;0.8375486731529236
Dont attempt <iden> modes we know will fail.;we know will fail;Document <file_name> throwing modes;To include the <pr_link> information;Contradicts;0.5865188837051392
Dont attempt <iden> modes we know will fail.;we know will fail;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.6456818580627441
Dont attempt <iden> modes we know will fail.;we know will fail;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Contradicts;0.9819705486297607
Dont attempt <iden> modes we know will fail.;we know will fail;Add support for following <iden> 307 temporary redirects  ;Fixes Android bug 41739;Contradicts;0.6443390846252441
Remove <iden> 2 warnings;Small docs fixes;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Contradicts;0.5414419770240784
"Define async APIs and switch <file_name> to use <iden> directly. I think this is the best route going forward; and eventually we could invert this relationship to have <iden> depending on <file_name> directly rather than vice versa.";Using <iden> directly introduces some duplicated code with <iden>. It also breaks the <file_name> cache.;Kill <file_name> in the process  ;Teach <file_name> <iden>;Contradicts;0.9666885137557983
"Define async APIs and switch <file_name> to use <iden> directly. I think this is the best route going forward; and eventually we could invert this relationship to have <iden> depending on <file_name> directly rather than vice versa.";Using <iden> directly introduces some duplicated code with <iden>. It also breaks the <file_name> cache.;Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;Contradicts;0.9731087684631348
"Define async APIs and switch <file_name> to use <iden> directly. I think this is the best route going forward; and eventually we could invert this relationship to have <iden> depending on <file_name> directly rather than vice versa.";Using <iden> directly introduces some duplicated code with <iden>. It also breaks the <file_name> cache.;Remove old <iden> protocol method;old;Contradicts;0.7795394659042358
"Define async APIs and switch <file_name> to use <iden> directly. I think this is the best route going forward; and eventually we could invert this relationship to have <iden> depending on <file_name> directly rather than vice versa.";Using <iden> directly introduces some duplicated code with <iden>. It also breaks the <file_name> cache.;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Contradicts;0.8457306027412415
"Define async APIs and switch <file_name> to use <iden> directly. I think this is the best route going forward; and eventually we could invert this relationship to have <iden> depending on <file_name> directly rather than vice versa.";Using <iden> directly introduces some duplicated code with <iden>. It also breaks the <file_name> cache.;Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario;Contradicts;0.8916997313499451
"Define async APIs and switch <file_name> to use <iden> directly. I think this is the best route going forward; and eventually we could invert this relationship to have <iden> depending on <file_name> directly rather than vice versa.";Using <iden> directly introduces some duplicated code with <iden>. It also breaks the <file_name> cache.;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.5349844694137573
Kill <file_name> in the process  ;Teach <file_name> <iden>;Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Contradicts;0.7270950675010681
Dont use <iden> APIs not in Gingerbread;APIs not in Gingerbread;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Contradicts;0.8843427896499634
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Move out of the <file_name> package;To promote the code into AOSP, well keep this package as-is and do the jarjar in <iden> instead;Contradicts;0.947943389415741
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;We dont need no stinkin braces;no stinkin braces;Contradicts;0.5092280507087708
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario;Contradicts;0.7687607407569885
Introduce a <file_name> interface between engine and connection.;This breaks the direct dependency from <file_name> to <method_name>;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.6601308584213257
Remove old <iden> protocol method;old;Refactor <file_name> by using <iden>;We can use <iden> instead of overriding <iden> abstract class;Contradicts;0.9273405075073242
Expose <iden> directly on <method_name>  ;direct;Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Contradicts;0.5656039118766785
This change logs the exception but prevent it from propagating out of the top of the call stack.;This decreases overall flakiness.;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.5024918913841248
This change logs the exception but prevent it from propagating out of the top of the call stack.;This decreases overall flakiness.;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.527822732925415
Move <iden> retries / fallback into <method_name>;The decision is explained by the improvements in handling connection attempts and IOExceptions, making retries smarter in different scenarios.;Just pass the <iden> and <iden> objects in directly;Dont summarize the request and response;Contradicts;0.6880437731742859
Return <file_name> to previous (e.g. KitKat) behavior;this change required to handle this <iden> scenario;Push OkHttp 3.1<version> into the sea;It is no longer supported;Contradicts;0.5251060128211975
