Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
fix NPE when no listeners registered for key;no listeners registered for key;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5794114470481873
fix NPE when no listeners registered for key;no listeners registered for key;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6586716175079346
fix NPE when no listeners registered for key;no listeners registered for key;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.5330785512924194
fix NPE when no listeners registered for key;no listeners registered for key;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6565091609954834
Fix configurator bug;configurator;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.6080691814422607
Fix configurator bug;configurator;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7291638851165771
Fix NPE in <file_name>  ;Fix;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.6304284334182739
Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6092666387557983
Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.7718001008033752
Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.575930118560791
Fix comments;Fix;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5878952741622925
Remove useless config item;useless;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.641369640827179
Fix compilation problem;Fix;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5338699221611023
Fix compilation problem;Fix;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6991245746612549
Remove duplicate ut classes;duplicate;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.6175821423530579
Remove duplicate ut classes;duplicate;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6762892007827759
Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Ignore unit test <file_name> (no zk server);no zk server;Contradicts;0.6599014401435852
Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5261342525482178
Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.6164432168006897
Change  <file_name>  and  <file_name> : scope and rules  ;scope and rules  ;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5566273927688599
Add <file_name> name and fix <file_name> error  ;error;Ignore unit test <file_name> (no zk server);no zk server;Contradicts;0.7968453168869019
Add <file_name> name and fix <file_name> error  ;error;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5358115434646606
Add <file_name> name and fix <file_name> error  ;error;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Contradicts;0.52171790599823
Add <file_name> name and fix <file_name> error  ;error;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6059818267822266
Add <file_name> name and fix <file_name> error  ;error;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.9837716221809387
Add <file_name> name and fix <file_name> error  ;error;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.866204023361206
Remove call of deprecated method;Deprecated;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5494762063026428
Fix UT problems after structure change  ;after structure change;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5540695190429688
Fix UT problems after structure change  ;after structure change;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5273609161376953
Fix UT problems after structure change  ;after structure change;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7886086106300354
Remove the shutdown logic from spring bean destroy  ;avoid competition;Enhancement;file_name, pr_link;Contradicts;0.5553661584854126
Remove the shutdown logic from spring bean destroy  ;avoid competition;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5401307344436646
Remove the shutdown logic from spring bean destroy  ;avoid competition;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6358261704444885
Remove the shutdown logic from spring bean destroy  ;avoid competition;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.6470233798027039
Translate missing content and add apache license;missing content and apache license;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5796419382095337
Translate missing content and add apache license;missing content and apache license;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5054426789283752
Translate missing content and add apache license;missing content and apache license;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.6554045677185059
Translate missing content and add apache license;missing content and apache license;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6971108913421631
Remove unnecessary dependencies ;unnecessary;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5856988430023193
Fixed typo in \<file_name\>  ;mDeamo;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.585010826587677
Fixed typo in \<file_name\>  ;mDeamo;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.562004566192627
Ignore unit test <file_name> (no zk server);no zk server;Enable <file_name> ( <pr_link> );Enable;Contradicts;0.5241795182228088
Ignore unit test <file_name> (no zk server);no zk server;polish <file_name> ;remove test profile and jvm permSize args;Contradicts;0.6434260010719299
Ignore unit test <file_name> (no zk server);no zk server;Fix <issue_link> ( <pr_link> );fix;Contradicts;0.5031241774559021
Ignore unit test <file_name> (no zk server);no zk server;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5112384557723999
Ignore unit test <file_name> (no zk server);no zk server;fix publish null value when use consul config center  ;fix publish null value;Contradicts;0.528157114982605
Ignore unit test <file_name> (no zk server);no zk server;Adding the overriding rule for <file_name> (<pr_link>);Enhancement;Contradicts;0.6263512969017029
Ignore unit test <file_name> (no zk server);no zk server;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6203967928886414
Add package support for dubbo-remoting-netty4 module;package support;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.9440608024597168
Add package support for dubbo-remoting-netty4 module;package support;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7625906467437744
Add package support for dubbo-remoting-netty4 module;package support;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.509386420249939
Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.6186056137084961
Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5980962514877319
Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.7509425282478333
Change <method_name> wait/notify to lock/condition;Fixed <pr_link>;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5233515501022339
fix(dubbo-admin): webx-<version> not compitable with spring-<version>;not compitable;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5032857060432434
fix(dubbo-admin): webx-<version> not compitable with spring-<version>;not compitable;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5874566435813904
fix(dubbo-admin): webx-<version> not compitable with spring-<version>;not compitable;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.572685182094574
fix compiler bug;bug;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5713584423065186
fix compiler bug;bug;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5567489862442017
add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5360947251319885
add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.8390505313873291
add maven-compiler-plugin to <file_name>;to use Maven compiler plugin;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5722782015800476
"add the router key in <file_name> (<pr_link>)
";-;dont set port attribute; <file_name>  is null;Contradicts;0.8353673219680786
"add the router key in <file_name> (<pr_link>)
";-;fix publish null value when use consul config center  ;fix publish null value;Contradicts;0.5491615533828735
"add the router key in <file_name> (<pr_link>)
";-;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Contradicts;0.8751055598258972
"add the router key in <file_name> (<pr_link>)
";-;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.9812387228012085
"add the router key in <file_name> (<pr_link>)
";-;remove the space ( <pr_link> );follow up for pr#4339;Contradicts;0.8390427827835083
"add the router key in <file_name> (<pr_link>)
";-;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.7553756833076477
dont set port attribute; <file_name>  is null;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.7025781273841858
dont set port attribute; <file_name>  is null;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5198103785514832
dont set port attribute; <file_name>  is null;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7145496010780334
fix wrong telnet command package( <issue_link> ) ( <pr_link> );wrong telnet command package;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.6251338720321655
fix wrong telnet command package( <issue_link> ) ( <pr_link> );wrong telnet command package;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7532915472984314
fix wrong telnet command package;wrong;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.666266143321991
fix wrong telnet command package;wrong;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6013602614402771
fix wrong telnet command package;wrong;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7141243815422058
fix typo ( <pr_link> );typo;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5913905501365662
fix typo ( <pr_link> );typo;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6919678449630737
Enhancement;file_name, pr_link;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.556365430355072
Enhancement;file_name, pr_link;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.6047012209892273
Enhancement;file_name, pr_link;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7528699636459351
Enable <file_name> ( <pr_link> );Enable;fix publish null value when use consul config center  ;fix publish null value;Contradicts;0.627816379070282
Enable <file_name> ( <pr_link> );Enable;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.7302998900413513
Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;fix publish null value when use consul config center  ;fix publish null value;Contradicts;0.5371142029762268
Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Contradicts;0.6426885724067688
Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Contradicts;0.6356722116470337
Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.693217933177948
Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.5814226865768433
Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.6493613123893738
Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5473008155822754
Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.7883819937705994
Remove unused variable parameters in <file_name> (<pr_link>);unused;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.5126621127128601
Remove unused variable parameters in <file_name> (<pr_link>);unused;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5991387963294983
fix typo:<iden> ( <pr_link> );typo;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Contradicts;0.7722331285476685
fix typo:<iden> ( <pr_link> );typo;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5112501978874207
fix typo:<iden> ( <pr_link> );typo;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6754335761070251
Fix issue#5411 (<pr_link>);Fix;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.6058869957923889
use revision in  <file_name>  ( <pr_link> );Revision use;fix publish null value when use consul config center  ;fix publish null value;Contradicts;0.6052901148796082
use revision in  <file_name>  ( <pr_link> );Revision use;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.5892215371131897
use revision in  <file_name>  ( <pr_link> );Revision use;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5408173203468323
Fix zk client create logic  ;fix;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.6871613264083862
Fix zk client create logic  ;fix;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5902390480041504
Fix zk client create logic  ;fix;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.54960697889328
Fix zk client create logic  ;fix;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7825419306755066
polish <file_name> ;remove test profile and jvm permSize args;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.6872463226318359
polish <file_name> ;remove test profile and jvm permSize args;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.518118143081665
polish <file_name> ;remove test profile and jvm permSize args;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.6439007520675659
add <file_name> rule to check import order;<pr_link>;Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Contradicts;0.6326786875724792
add <file_name> rule to check import order;<pr_link>;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5485777854919434
add <file_name> rule to check import order;<pr_link>;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.7896027565002441
add <file_name> rule to check import order;<pr_link>;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5516533255577087
Fix <issue_link> ( <pr_link> );fix;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.6307511925697327
Fix <issue_link> ( <pr_link> );fix;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5148595571517944
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;fix publish null value when use consul config center  ;fix publish null value;Contradicts;0.5860984325408936
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Correct <file_name> version  ;Correct;Contradicts;0.5420296788215637
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Modify comments and imports  ;just for [by implication];Contradicts;0.5218878984451294
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;modify consumer  <file_name> : param type from string to map;param type from string to map;Contradicts;0.5527145266532898
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Contradicts;0.5928500890731812
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Reduce object allocation for <method_name>;"-
None";Contradicts;0.5585222840309143
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.643919825553894
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5477515459060669
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Contradicts;0.5315267443656921
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Merge pull request  ;fix QoS port can only be configured by identity property problem;Contradicts;0.5754581689834595
Fix stub proxy does not work cause of ProxyFactory.getProxy change ( <pr_link>  <enter> <pr_link> ) <enter>  fix <issue_link>;ProxyFactory.getProxy change;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.6881600022315979
Fix stub proxy does not work cause of ProxyFactory.getProxy change  ;fix;fix publish null value when use consul config center  ;fix publish null value;Contradicts;0.5001028180122375
Fix stub proxy does not work cause of ProxyFactory.getProxy change  ;fix;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6558706164360046
Fix stub proxy does not work cause of ProxyFactory.getProxy change  ;fix;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.5301697254180908
Fix stub proxy does not work cause of ProxyFactory.getProxy change  ;fix;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7375730872154236
`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5888717174530029
`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.5077927112579346
support get system load on windows ( <pr_link> );fix <issue_link>;fix publish null value when use consul config center  ;fix publish null value;Contradicts;0.527237057685852
support get system load on windows ( <pr_link> );fix <issue_link>;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5047860741615295
support get system load on windows ( <pr_link> );fix <issue_link>;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.5906705260276794
support get system load on windows ( <pr_link> );fix <issue_link>;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7063088417053223
Fix hessian-lite spelling mistake  ;spelling mistake;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5334848165512085
Fix hessian-lite spelling mistake  ;spelling mistake;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.5239555239677429
Fix hessian-lite spelling mistake  ;spelling mistake;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7532326579093933
"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5965115427970886
"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.9904719591140747
"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Contradicts;0.7815558910369873
"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.6339869499206543
Fix NPE when unexport <iden> ( <pr_link> );NPE;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.6426284313201904
Fix NPE when unexport <iden> ( <pr_link> );NPE;Close all servers/ports after tests finish  ;Ensure proper cleanup;Contradicts;0.504450798034668
fix publish null value when use consul config center  ;fix publish null value;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Contradicts;0.5077520608901978
fix publish null value when use consul config center  ;fix publish null value;Refactor: remove;and replace it with <method_name> ( <pr_link> );Contradicts;0.5289928913116455
