;Decision1;Rationale1;URL1;Decision2;Rationale2;URL2;Relationship;Alpha
69;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5839433670043945
70;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Rename samples to smoke tests;Closes the <issue_link>;https://github.com/spring-projects/spring-boot/commit/d5c0009c6eb0e77e4e1013d149d33de7dccdbd4d;Contradicts;0.6404645442962646
71;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;https://github.com/spring-projects/spring-boot/commit/8e78ba8ce77aa3206e3bd5be7b9291f0840f3478;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;https://github.com/spring-projects/spring-boot/commit/9746c63209427081350b4b396ef21790842471b8;Contradicts;0.7719044089317322
72;Apply micrometer <iden> beans automatically, Update ` <file_name> ` and ` <file_name> ` so that micrometer `<iden>` beans are automatically applied.  ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/8f23ee4e58e8d78dae7f6dd15441fb4b5ec86933;No-op <file_name> when <iden> is not present  ;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/268b97bf9826ba817c1e87fbc48f0fb589528add;Contradicts;0.583741307258606
73;Apply micrometer <iden> beans automatically, Update ` <file_name> ` and ` <file_name> ` so that micrometer `<iden>` beans are automatically applied.  ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/8f23ee4e58e8d78dae7f6dd15441fb4b5ec86933;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.6191907525062561
74;Apply micrometer <iden> beans automatically, Update ` <file_name> ` and ` <file_name> ` so that micrometer `<iden>` beans are automatically applied.  ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/8f23ee4e58e8d78dae7f6dd15441fb4b5ec86933;Apply consistent formatting, drop JDK 8 support, and cleanup repo locations to use spring.io.  ;Polish, consistent formatting, drop JDK 8 support, cleanup repo locations to use spring.io.  ;https://github.com/spring-projects/spring-boot/commit/a9c9c383f4c7afe0119bded0d005d1481acf71ed;Contradicts;0.5957158803939819
75;Apply micrometer <iden> beans automatically, Update ` <file_name> ` and ` <file_name> ` so that micrometer `<iden>` beans are automatically applied.  ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/8f23ee4e58e8d78dae7f6dd15441fb4b5ec86933;Make <iden> optional for <iden>;This commit removes the required dependency on `<iden>` instances when creating `<iden>` beans, making it optional.;https://github.com/spring-projects/spring-boot/commit/57147241cb9119e1c7af494bd48c76bfb4f5808a;Contradicts;0.8694391250610352
76;Apply micrometer <iden> beans automatically, Update ` <file_name> ` and ` <file_name> ` so that micrometer `<iden>` beans are automatically applied.  ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/8f23ee4e58e8d78dae7f6dd15441fb4b5ec86933;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94;Contradicts;0.9265562891960144
77;Fix <file_name> outer class tangle;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d0fd6145b1f3072bcc5ad81f7c20e80e890b9442;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.83915114402771
78;Fix <file_name> outer class tangle;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d0fd6145b1f3072bcc5ad81f7c20e80e890b9442;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.8433097004890442
79;Fix <file_name> outer class tangle;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d0fd6145b1f3072bcc5ad81f7c20e80e890b9442;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.6680751442909241
80;Fix <file_name> outer class tangle;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/d0fd6145b1f3072bcc5ad81f7c20e80e890b9442;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.8728055953979492
81;Fix mapping of <iden>s idle-timeout and heartbeat-interval  ;Previous to this commit the connection idle timeout and heartbeat interval were mapped to seconds whereas <iden> expects ms for all duration types.;https://github.com/spring-projects/spring-boot/commit/7c13c01cb6a62b86478aa53d3516ae8aaea48bca;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.51728355884552
82;Fix mapping of <iden>s idle-timeout and heartbeat-interval  ;Previous to this commit the connection idle timeout and heartbeat interval were mapped to seconds whereas <iden> expects ms for all duration types.;https://github.com/spring-projects/spring-boot/commit/7c13c01cb6a62b86478aa53d3516ae8aaea48bca;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.5184558033943176
83;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.8447281122207642
84;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.6520030498504639
85;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;https://github.com/spring-projects/spring-boot/commit/a5b27789c0bcc7ee65e798be68dbb44ba0e2d05b;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;https://github.com/spring-projects/spring-boot/commit/9746c63209427081350b4b396ef21790842471b8;Contradicts;0.5078757405281067
86;Fix encoding of @bean in reference documentation;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/676cd10dbf9deebdee844cc62294ad20abdf2c69;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.7681174278259277
87;Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/fcf468062602966c508c260ef54da55e2d48c49a;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5182251334190369
88;Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/fcf468062602966c508c260ef54da55e2d48c49a;Fix documentation for health endpoint security  ;Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/57dfbd50a7dd8829dbc5bec19aa58cac34ae03b0;Contradicts;0.567490816116333
89;Fix health indicator auto-configuration order;The health auto-configuration `AutoconfigureOrder` entry was referring to the standard couchbase auto-configuration that was not responsible for configuring the `CouchbaseOperations` bean, causing the health indicator implementation to rely on the presence of such a bean.;https://github.com/spring-projects/spring-boot/commit/2a85a2557d37e133a10a513fc71b5ccf4ee2d4ff;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.561331033706665
90;Fix health indicator auto-configuration order;The health auto-configuration `AutoconfigureOrder` entry was referring to the standard couchbase auto-configuration that was not responsible for configuring the `CouchbaseOperations` bean, causing the health indicator implementation to rely on the presence of such a bean.;https://github.com/spring-projects/spring-boot/commit/2a85a2557d37e133a10a513fc71b5ccf4ee2d4ff;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.923861026763916
91;Fix datasource metrics doc;The maximum and minimum number of connections are not metrics so these are not exposed. Fix the doc that stated the contrary.;https://github.com/spring-projects/spring-boot/commit/982b81c675319d1a5d2fb859a28db06449e2f1a0;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.5854235887527466
92;Configure <iden> explicitly;simplifying the auto-configuration and let it us proxy-free configuration classes;https://github.com/spring-projects/spring-boot/commit/e3899df22c1f8de17081fababcbd5c406a3c8541;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.7993239760398865
93;Configure <iden> explicitly;simplifying the auto-configuration and let it us proxy-free configuration classes;https://github.com/spring-projects/spring-boot/commit/e3899df22c1f8de17081fababcbd5c406a3c8541;Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.;https://github.com/spring-projects/spring-boot/commit/a79f71cbe802a8d87bc22e6eba67553ccedd54a7;Contradicts;0.7673505544662476
94;Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;https://github.com/spring-projects/spring-boot/commit/1de2316a0b4c2d5896c34b954208a4c550466f22;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94;Contradicts;0.504326581954956
95;Notify the use of logback specific system property;Users following the logback documentation can be confused at first so were not logging a warning when we found out that the logback specific property has been specified.;https://github.com/spring-projects/spring-boot/commit/32b32b714275d0efaa1f5afba10e88e09101f224;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5201159715652466
96;Add option to  <file_name>  devtools from fat jar;removes `org.springframework.boot:spring-boot-devtools` (if necessary) when repackaging the application;https://github.com/spring-projects/spring-boot/commit/e79ef9b73baca23e11db3c60fd3af2ca3a3dfb70;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.7207278609275818
97;Define shell.ssh.port and shell.telnet port as integer properties  ;So that the generated meta-data exposes the proper type;https://github.com/spring-projects/spring-boot/commit/d33c0ebf8f8f52fb6fb82d615cec50a10627d267;Polish Auto-detect jOOQ dialect;Closes <pr_link>;https://github.com/spring-projects/spring-boot/commit/efdf451e6ed779ffdceede35ee9663850d4c800a;Contradicts;0.5184618830680847
98;Define shell.ssh.port and shell.telnet port as integer properties  ;So that the generated meta-data exposes the proper type;https://github.com/spring-projects/spring-boot/commit/d33c0ebf8f8f52fb6fb82d615cec50a10627d267;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5556193590164185
99;Improve <iden> documentation for reactive applications;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/2fc557a5a90d32fb2cf6ebe2491b031a72507dd3;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.5195670127868652
100;Fix meta-data for spring.devtools.remote;See <issue_link>;https://github.com/spring-projects/spring-boot/commit/6bc4df569095548718caf835d2c7568bc456b28c;Avoid blocking on a <iden> indefinitely;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/0741c90489c94c7a15a415013301f40f93caae05;Contradicts;0.5668929219245911
101;Fix meta-data for spring.devtools.remote;See <issue_link>;https://github.com/spring-projects/spring-boot/commit/6bc4df569095548718caf835d2c7568bc456b28c;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.5407438278198242
102;Fix meta-data for spring.devtools.remote;See <issue_link>;https://github.com/spring-projects/spring-boot/commit/6bc4df569095548718caf835d2c7568bc456b28c;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.9702882766723632
103;Fix meta-data for spring.devtools.remote;See <issue_link>;https://github.com/spring-projects/spring-boot/commit/6bc4df569095548718caf835d2c7568bc456b28c;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.9346824884414672
104;Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/e293008c3fefd03931b08c66983b7261dd276c5c;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.570153534412384
105;Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/e293008c3fefd03931b08c66983b7261dd276c5c;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5344301462173462
106;Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/e293008c3fefd03931b08c66983b7261dd276c5c;Rename samples to smoke tests;Closes the <issue_link>;https://github.com/spring-projects/spring-boot/commit/d5c0009c6eb0e77e4e1013d149d33de7dccdbd4d;Contradicts;0.5056393146514893
107;Rename redis starter to <file_name> -boot-starter-data-redis;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/e293008c3fefd03931b08c66983b7261dd276c5c;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94;Contradicts;0.6477416753768921
108;Fix broken build;broken;https://github.com/spring-projects/spring-boot/commit/50b3b3025a60b9b96aca2d93d18f855624063b2e;Test that <iden> works when thread is interrupted  ;Update RandomAccessDataFile to acquire the semaphore uninterruptibly to allow loading classes or resources on an interrupted thread;https://github.com/spring-projects/spring-boot/commit/85c0b44dcbbe4d201f8b7fd72a97c31c2d07a3ec;Contradicts;0.5929396152496338
109;Try to make <file_name> less flakey;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a37c170376156f1cd94e6c15d0d253201ca7a491;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Contradicts;0.6288988590240479
110;Try to make <file_name> less flakey;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a37c170376156f1cd94e6c15d0d253201ca7a491;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.7101140022277832
111;Update view of bean types when an override is detected;Previously, when a bean was overridden and its type changes, \<file_name> could be left with a stale view of the beans type. This would lead to incorrect bean condition evaluation as conditions would match or not match based on the beans old type.;https://github.com/spring-projects/spring-boot/commit/6dc14af92dbfa7b5281072d9fdde241ce0da3679;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.6142222881317139
112;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.6739319562911987
113;Ensure that <file_name> destroys underlying controller;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/4ec95b8308cd301d74e160a7c1a6109c6ee9b64c;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.5359376668930054
114;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;https://github.com/spring-projects/spring-boot/commit/c4f756daee43f89e0ba832ceac17bac216fc899b;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.8599514365196228
115;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;https://github.com/spring-projects/spring-boot/commit/c4f756daee43f89e0ba832ceac17bac216fc899b;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.722064197063446
116;Fix <file_name> handling of profiles activated by a file;Previously, <file_name> used a <iden> with no PathTransformer. This would result in an NPE within Maven, compounded by the NPE not being included in the failure message, hindering diagnosis. This commit updates <file_name> to configure its <iden> with a PathTransformer and improves the failure message for better problem diagnosis.;https://github.com/spring-projects/spring-boot/commit/c4f756daee43f89e0ba832ceac17bac216fc899b;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.6843975186347961
117;Avoid creating unnecessary garbage during <iden> normalization <enter> Closes <issue_link>;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a491727b7c9610bf1ea86d30ce3b7ffefe5f3a60;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.629195511341095
118;Avoid creating unnecessary garbage during <iden> normalization <enter> Closes <issue_link>;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/a491727b7c9610bf1ea86d30ce3b7ffefe5f3a60;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;https://github.com/spring-projects/spring-boot/commit/9746c63209427081350b4b396ef21790842471b8;Contradicts;0.6118589043617249
119;Ensure that AWTError from  <file_name> does not prevent app starting;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/6d78066a3a20a2b8639a97904b43deb6add9ade2;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5960474014282227
120;Ensure that AWTError from  <file_name> does not prevent app starting;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/6d78066a3a20a2b8639a97904b43deb6add9ade2;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.515333890914917
121;Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/247c596f8ceb657800e86d0ca59d4816aa67026b;Remove spring-data-commons  ;Remove direct reference to spring-data-commons, instead favoring transitive dependency;https://github.com/spring-projects/spring-boot/commit/75548c1205897aff851528f2528012ce88563fee;Contradicts;0.5725986361503601
122;Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/247c596f8ceb657800e86d0ca59d4816aa67026b;Blitz some more special characters from the metric names  ;When MVC path matchers are used as metric keys, they can still contain invalid characters and patterns (like asterisks). This change removes some more special characters and also tidies up the names a bit so no key part starts or ends with - (which is ugly);https://github.com/spring-projects/spring-boot/commit/deef784403419ed57cb733089c0326d8b0781dd2;Contradicts;0.5224202871322632
123;Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/247c596f8ceb657800e86d0ca59d4816aa67026b;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.5297918915748596
124;Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/247c596f8ceb657800e86d0ca59d4816aa67026b;Rename samples to smoke tests;Closes the <issue_link>;https://github.com/spring-projects/spring-boot/commit/d5c0009c6eb0e77e4e1013d149d33de7dccdbd4d;Contradicts;0.6707995533943176
125;Remove duplicate console appender from Actuator samples <file_name> config;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/247c596f8ceb657800e86d0ca59d4816aa67026b;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;https://github.com/spring-projects/spring-boot/commit/b2b487ee5f5769137c7ba6372df01b7cd0908ad5;Contradicts;0.5440850257873535
126;Update <file_name> config to look for minor version upgrades;look for minor version upgrades;https://github.com/spring-projects/spring-boot/commit/0ef4967b9e227da2c4191d52866b1f1cc9330ea6;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.6576970219612122
127;Update <file_name> config to look for minor version upgrades;look for minor version upgrades;https://github.com/spring-projects/spring-boot/commit/0ef4967b9e227da2c4191d52866b1f1cc9330ea6;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;https://github.com/spring-projects/spring-boot/commit/05e6af23cf2e60d5c61388fbb954bd56f00b9f94;Contradicts;0.9223552346229552
128;Improve diagnostics when <file_name> type deduction fails;previously, this failure was only logged as a debug message, leaving the user with a misleading message suggesting that the @ConditionalOnBean or <iden> annotation was not configured correctly.;https://github.com/spring-projects/spring-boot/commit/e5a253e68951dcf975b9844b3b39afac2222b503;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.7508017420768738
129;Improve diagnostics when <file_name> type deduction fails;previously, this failure was only logged as a debug message, leaving the user with a misleading message suggesting that the @ConditionalOnBean or <iden> annotation was not configured correctly.;https://github.com/spring-projects/spring-boot/commit/e5a253e68951dcf975b9844b3b39afac2222b503;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.5130375623703003
130;Remove non-existent starter from dependencies;non-existent;https://github.com/spring-projects/spring-boot/commit/993a43ee8c2a33e833d748d7027c75790f23b31d;Add missing dependency;missing;https://github.com/spring-projects/spring-boot/commit/5e9b8c3340d25fbf0e7d64b306ae7b3557188b9a;Contradicts;0.5589361190795898
131;No-op <file_name> when <iden> is not present  ;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/268b97bf9826ba817c1e87fbc48f0fb589528add;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.6764208078384399
132;No-op <file_name> when <iden> is not present  ;Closes <issue_link>;https://github.com/spring-projects/spring-boot/commit/268b97bf9826ba817c1e87fbc48f0fb589528add;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;https://github.com/spring-projects/spring-boot/commit/2b616fb7d94c8ec08ff8d750126d6470649fae72;Contradicts;0.5813256502151489
133;Honour ext and classifier on @Grabbed dependencies;We currently honour type, but ignore ext. <iden> doesnt make a distinction between the two so a Grab that specifies both type and ext but with different values is considered to be an error.;https://github.com/spring-projects/spring-boot/commit/8f7c96e8f0fa3504a10961bf06db42ad8472d395;Disallow all extensions in actuator endpoints (except .json);Along with the recent change in <iden> to use content-disposition inline (which prevents the download), it also makes sense to limit the extensions allowed by the actuator endpoints. Really there *is* no extension for these endpoints, but since all of them explicitly produce JSON we can add .json for browsers as a convenience in case the app would otherwise choose to send XML. Fixes <issue_link>;https://github.com/spring-projects/spring-boot/commit/8749fc745b9ea7355b4afca883d54f7d039b36db;Contradicts;0.741779625415802
134;Fix  <file_name>  javadoc;Fix;https://github.com/spring-projects/spring-boot/commit/b439d3522ee0615cd46ea50d7791a89802d9c0bc;Remove unfixable <iden> ;unfixable;https://github.com/spring-projects/spring-boot/commit/c84462b3d83623b2878f42ab0e781ef47451af24;Contradicts;0.9576429128646852
135;Fix  <file_name>  javadoc;Fix;https://github.com/spring-projects/spring-boot/commit/b439d3522ee0615cd46ea50d7791a89802d9c0bc;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;https://github.com/spring-projects/spring-boot/commit/911b12f28d1a6584eb9a0f849f6e953fad840b86;Contradicts;0.64076167345047
